surname,name,term,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,weights,wordcount
fitzsimons,jeanette,48,0.0251669843,0.0267597756,0.0147896683,0.0304867331,0.0429013056,0.0207431848,0.0278274923,0.0336606712,0.0347252896,0.0207976381,0.0156645954,0.0468183034,0.1620913466,0.0102171903,0.0344359736,0.0377336787,0.0107597854,0.0312991342,0.0185591623,0.0282580995,0.0081045389,0.0582578916,0.0301064056,0.0213954641,0.0181781186,0.0130919107,0.0948212383,0.0289069271,0.0378449082,0.0155966447,0.0021626763,98096
flavell,te,48,0.0293480136,0.0265048535,0.0454007376,0.014158023,0.0120344344,0.0314559385,0.0419203441,0.020246512,0.0135499594,0.0277491038,0.0223684422,0.0183981994,0.024355247,0.3048113623,0.0490989701,0.050751505,0.0211826105,0.0177707702,0.0291781566,0.0165064663,0.0087288015,0.026416762,0.0203233918,0.0254219748,0.0190429117,0.0189927359,0.0113087359,0.0177759805,0.0174522376,0.0177468117,0.0051613351,234111
foss,craig,48,0.0175148895,0.0751207738,0.0130939691,0.0561296025,0.1448393759,0.0230161303,0.0206632016,0.0394867529,0.0264615577,0.0114940542,0.0110157658,0.0254561893,0.0144664155,0.0073367745,0.0330351733,0.0250589973,0.0091638332,0.0154716207,0.0110507166,0.0152702841,0.0154277228,0.0425043969,0.0793048148,0.0512339841,0.0271328129,0.0125445528,0.0123363058,0.1173098353,0.0322130198,0.0148464702,0.0016689223,75700
gallagher,martin,48,0.0254428837,0.0867701814,0.030166815,0.0122364724,0.0181839991,0.0235502595,0.030937531,0.0474196505,0.0277789755,0.0220359099,0.033347567,0.0372650997,0.0208133885,0.0117526317,0.0998900695,0.0361455682,0.0349123444,0.0312919395,0.0560417628,0.0177212551,0.0189006185,0.0248649715,0.0462562979,0.0220091448,0.0361784589,0.021931458,0.0681760108,0.0161427846,0.024426734,0.0174092309,0.001663521,75455
goff,phil,48,0.0808961743,0.0218674363,0.032958139,0.022949642,0.0559030529,0.0198829287,0.0348000653,0.2048285777,0.0249039713,0.0349477452,0.0181974521,0.0189815778,0.011226991,0.0057799489,0.0356503543,0.0172963166,0.0516281366,0.0167689244,0.0181454833,0.0183893877,0.011192362,0.0268140306,0.0432458818,0.0143295846,0.058613062,0.0139896276,0.0123393153,0.0165668371,0.0394926984,0.0174142944,0.0013230563,60012
goodhew,jo,48,0.0179519005,0.0603165013,0.0162851412,0.0297635102,0.0284870799,0.0209886627,0.0390590217,0.0480103279,0.025686264,0.0348996544,0.0216665806,0.0312721858,0.027593729,0.0062788418,0.048860432,0.0339193008,0.0141276427,0.0385407235,0.0383919134,0.0227309307,0.0117819645,0.032987423,0.0626387526,0.0411697875,0.0191490337,0.1381922421,0.0162981665,0.0167534131,0.0206976163,0.0355010978,0.0010328359,46848
gosche,mark,48,0.0250571062,0.0584623152,0.0219680855,0.0185115194,0.0448640085,0.0142825974,0.0171881488,0.0867914897,0.0180475997,0.0362939729,0.0232378141,0.0140588118,0.0086510875,0.0070915389,0.0521935289,0.0181921276,0.0200265631,0.016746194,0.0274328596,0.027713913,0.0108442272,0.0219267208,0.0887494754,0.0181487663,0.0239337424,0.0279502561,0.0804548733,0.0202339441,0.035076438,0.1158702823,0.0018972361,86056
goudie,sandra,48,0.0223901452,0.0394732394,0.0338039218,0.028104844,0.0264084941,0.0558899703,0.0568968396,0.0323748263,0.0215689536,0.028584933,0.0212991156,0.0236214498,0.0224242349,0.0110953897,0.0316227599,0.0345939909,0.0280712477,0.0433868682,0.0432604921,0.0302725876,0.0153525918,0.0297853851,0.0545166927,0.0899905821,0.0242924982,0.0521773753,0.0250677064,0.0186155644,0.0258961651,0.0291611565,0.0013932524,63196
groser,tim,48,0.0656725269,0.0296189412,0.0339114375,0.0223832384,0.0518498779,0.0191241064,0.0325132718,0.0410896692,0.058306681,0.0116383044,0.0129413221,0.0723297187,0.024918745,0.0068969323,0.0514086392,0.1247117755,0.0150673315,0.020114255,0.0135534023,0.0192250377,0.0146091682,0.0462089514,0.0496639594,0.035599267,0.0164077651,0.012291431,0.014400815,0.0459977868,0.0225235491,0.0150221121,0.0019748179,89575
guy,nathan,48,0.0135688915,0.0701518969,0.0145654913,0.0215776851,0.0454556992,0.0234514933,0.0200189468,0.0505146883,0.0311138949,0.023807437,0.0203647577,0.0961359379,0.0370204223,0.009565272,0.0368750558,0.0163582355,0.0159964841,0.0234480642,0.0273900187,0.0280335534,0.0184335125,0.0317798111,0.0911588951,0.0327080834,0.0356384119,0.0241508415,0.0625279943,0.0273642809,0.0302776222,0.0205467236,0.0012579089,57057
harawira,hone,48,0.0394491659,0.02429022,0.0426777243,0.0206343904,0.0222613989,0.0262236181,0.026041221,0.039762828,0.0179916192,0.0372850661,0.0226043514,0.0179476272,0.0238644902,0.2368601056,0.0550661968,0.0337857414,0.034612694,0.0308627255,0.0173864551,0.0184923437,0.0086803858,0.0260394011,0.0423944299,0.0176967319,0.0251681948,0.0147043172,0.0138467806,0.0242619483,0.0128476532,0.0262601285,0.0045193401,204991
hartley,ann,48,0.0222280697,0.0189522194,0.0111558791,0.0077707447,0.0236365808,0.0244552161,0.0084949061,0.0867929379,0.0251390229,0.0261905467,0.0333759092,0.0182731583,0.0185579319,0.0233263607,0.0694478141,0.0136308924,0.0148313726,0.0416441485,0.020101169,0.0164361803,0.0094866089,0.0209049596,0.0219801134,0.0228951848,0.2118904247,0.0535873092,0.0245230781,0.0196786464,0.0627551821,0.0278579464,0.0001570595,7124
hawkins,george,48,0.0096039066,0.0678127676,0.0164381398,0.0105346549,0.0163824042,0.0104945426,0.0322445402,0.0276657115,0.010404763,0.0197154985,0.0190154818,0.0115642492,0.0085609568,0.0086418801,0.0440550055,0.0321112951,0.0417681573,0.1271692161,0.2254730715,0.0182651687,0.018008717,0.019426174,0.0853904733,0.0135551636,0.0166123033,0.0113278926,0.0274857914,0.0112754926,0.0217533425,0.0172432437,0.0002870238,13019
hayes,john,48,0.0882418552,0.0467388418,0.0307145151,0.0259011374,0.0275909666,0.0237202433,0.0425132644,0.0494873967,0.0300478485,0.0193521599,0.0202156701,0.0887337936,0.0279203398,0.0116613805,0.0452075973,0.0341165071,0.0242218614,0.0258724527,0.0334104551,0.0313043911,0.0180283181,0.0232750587,0.0506276003,0.0498189422,0.039731672,0.0132905243,0.0205581546,0.0188590322,0.0199503117,0.0188875957,0.0011665481,52913
heatley,phil,48,0.0145943765,0.0452586426,0.0223641467,0.0265471991,0.0356794199,0.034701238,0.0335042656,0.0496802404,0.0145124632,0.0205208767,0.0132355042,0.0267676159,0.0553508372,0.0152119622,0.02111279,0.0181810823,0.0140376464,0.0155118883,0.0291680259,0.1656581181,0.0114655158,0.0294085014,0.0483651996,0.0476950952,0.0500958912,0.0168525721,0.0150933504,0.015669935,0.0774200311,0.016335673,0.0016233962,73635
henare,tau,48,0.0174854949,0.0459058047,0.0264442856,0.0158653668,0.0280660281,0.0150691142,0.0133202508,0.0602420401,0.016358559,0.0182752382,0.031365369,0.0125767547,0.011334835,0.1490456176,0.0366994067,0.0163950003,0.0147813151,0.0168178512,0.0178041642,0.0199022457,0.0125188654,0.0211013006,0.1184920934,0.0368693787,0.0947829925,0.0123133123,0.0211577985,0.0209946502,0.0535461862,0.0244685922,0.0017855485,80990
hereora,dave,48,0.012749442,0.063357855,0.0368174681,0.0157545154,0.015692342,0.0350872297,0.0926596157,0.027636075,0.0270323386,0.024922321,0.0324394316,0.0303660296,0.0255923707,0.1581184909,0.0280628546,0.0392643939,0.0118872064,0.0127111773,0.0351686999,0.0152354063,0.0154382014,0.0355420361,0.0137823645,0.0447175004,0.0280770948,0.0119489625,0.014216637,0.0332010816,0.0305191726,0.0320015915,0.0008873287,40248
hide,rodney,48,0.0294967988,0.0355511879,0.0492869676,0.0227971448,0.0690138792,0.0240249663,0.0167649303,0.1191160903,0.0226425917,0.0191892229,0.0157345617,0.0137625433,0.0177911158,0.009889356,0.0365369413,0.0303249038,0.0222987673,0.0323662876,0.0201482718,0.0154173129,0.0113474482,0.0173429991,0.0745499418,0.021880157,0.1307253253,0.0134484641,0.023204701,0.0271442648,0.0411125738,0.0170902713,0.0028066114,127304
hobbs,marian,48,0.0311521496,0.0272451626,0.0164710335,0.0325644774,0.042884245,0.0245672227,0.0526697145,0.037049204,0.0334085926,0.0483769557,0.098555283,0.0272361369,0.059476796,0.0070765061,0.0511133282,0.0294789946,0.0134652196,0.021288135,0.0247982574,0.018458875,0.0109588057,0.0308796211,0.0376752363,0.0179037562,0.0346023032,0.0234853945,0.0242209445,0.0662035388,0.0399571417,0.0167772403,0.0007557109,34278
hodgson,pete,48,0.0160676663,0.0266803768,0.0296453621,0.0321366875,0.044082986,0.0197931277,0.0284130812,0.1654141546,0.0245739319,0.0230896901,0.0209213568,0.0137035067,0.0144697574,0.0087613313,0.0358770186,0.0285712906,0.0136233239,0.0145159568,0.0111256638,0.0175121078,0.0122198381,0.0303637581,0.0718870988,0.0231806436,0.0630218536,0.1100592509,0.0176374148,0.0224622868,0.0475833168,0.012606021,0.001317214,59747
horomia,parekura,48,0.0111205365,0.0281971416,0.0158734615,0.0138671922,0.0326948976,0.0121406193,0.0573557426,0.0347215551,0.0361489503,0.0345203622,0.0250389714,0.0140829345,0.0153328251,0.2834006512,0.055301054,0.0180470236,0.0086428677,0.0096483142,0.027062364,0.0153216483,0.0105674786,0.0285860064,0.072092535,0.0204091072,0.0359269324,0.0147163434,0.0123637373,0.0195096797,0.022566863,0.0147421637,0.000974214,44189
hughes,darren,48,0.0180072206,0.0421412008,0.0226541246,0.0356783385,0.0625570704,0.0252160755,0.0236450358,0.1911015362,0.0345274006,0.0213773498,0.0236189198,0.0123753507,0.0127830431,0.0081182664,0.0318667012,0.02561324,0.0087665921,0.0139566141,0.0279264499,0.0136541437,0.0108005005,0.0185697339,0.0861765576,0.0314224572,0.0483459539,0.0296985916,0.0407045925,0.0199083887,0.0308162194,0.0279723414,0.0017584973,79763
hutchison,paul,48,0.0274054043,0.043252748,0.0360164313,0.0483107771,0.0389283417,0.0300391515,0.0496976562,0.0364713678,0.032869295,0.0381422234,0.0498129108,0.0235425809,0.0172557512,0.0101259315,0.0292576502,0.0355786318,0.0151418531,0.033137507,0.0182895066,0.0217889485,0.0142013224,0.0420776964,0.0406734397,0.0500970366,0.018065484,0.0738754841,0.0198462833,0.0153108927,0.0332052104,0.0575825186,0.0020354459,92325
jones,dail,48,0.0263330742,0.0500949805,0.1122593768,0.0236904668,0.0231049242,0.0180349313,0.0353925173,0.0398140823,0.0124122502,0.0199689376,0.049818353,0.0165382613,0.0144013589,0.0259818007,0.0392087955,0.0394384436,0.0299743235,0.0162453469,0.064220013,0.0337778651,0.0149466426,0.0207634379,0.0557301937,0.0642653084,0.0407961901,0.0146521193,0.0333788798,0.0258143966,0.0194726437,0.0194701473,0.0009785793,44387
jones,shane,48,0.0185069888,0.0276668712,0.0198644198,0.0223312517,0.0549947995,0.0156251311,0.0246237583,0.0703836448,0.0405520269,0.0218341316,0.0234379349,0.0170845893,0.0143180177,0.1247514219,0.1045950526,0.0520796808,0.0150198993,0.0152511083,0.0141761008,0.020366375,0.0109831533,0.0244738955,0.0569358435,0.0134796727,0.0647081064,0.0151015668,0.0171590632,0.0334642343,0.032689609,0.0135417048,0.002179123,98842
kedgley,sue,48,0.0421059161,0.0513433671,0.0211872749,0.0119214926,0.0139655068,0.038327046,0.0470413237,0.0299447369,0.0143971405,0.0386620519,0.0181347381,0.0813971389,0.0280844776,0.0168042918,0.0373124412,0.0587883178,0.0208904515,0.0542400863,0.0309352966,0.0135427855,0.0093569971,0.0345688945,0.0328270195,0.020173272,0.0221487329,0.0899622734,0.0212012153,0.0217424587,0.0280663183,0.0509269129,0.0014232578,64557
key,john,48,0.0197150118,0.0138230038,0.017421892,0.0281079809,0.1279531062,0.0271818388,0.0120559352,0.1231367078,0.0300001832,0.016021989,0.0191664434,0.0104231134,0.0138573275,0.0046389407,0.0242926747,0.0223608888,0.0205317734,0.0111512616,0.0093715693,0.0140020212,0.0085865701,0.0288927215,0.0639532627,0.0141292031,0.0787185145,0.0206011672,0.0183880863,0.0342948898,0.1535966426,0.0136252384,0.0035284588,160046
king,annette,48,0.0202950009,0.0383716281,0.031281606,0.0159919712,0.0269153328,0.0583575454,0.0826744051,0.1258212812,0.0169376194,0.0189294709,0.0131662804,0.0279623236,0.0105951424,0.0052298457,0.0329131356,0.0225399855,0.062430346,0.0203347315,0.0200433404,0.0154888408,0.0115654375,0.0184664734,0.0444151632,0.028644996,0.0449197514,0.0471009626,0.0601540636,0.0185113958,0.0360253529,0.0239165034,0.0017982914,81568
king,colin,48,0.0141975384,0.0528236685,0.028158185,0.0358000104,0.0207857141,0.0281669395,0.0408578389,0.0289364196,0.0314838823,0.0208633699,0.0744596464,0.0738579869,0.0339382861,0.0115323547,0.0396938008,0.0598779027,0.0186933267,0.0231211803,0.0279964526,0.0246578785,0.0155084981,0.0331541241,0.0720463534,0.0563738712,0.0198342988,0.0273215543,0.0273841439,0.0188778727,0.015591212,0.0240055823,0.0010791776,48950
laban,luamanuvao,48,0.0435267901,0.0210321942,0.0087726052,0.0320327929,0.0564527705,0.0270398752,0.0347238369,0.0132523369,0.1007777767,0.10397779,0.0433659233,0.0319852251,0.015528088,0.0278872681,0.1475075777,0.0275185993,0.0092304579,0.0280002206,0.0373187327,0.018295607,0.0130772819,0.0309911798,0.0117914161,0.0119964066,0.0175357831,0.0235869312,0.0097880134,0.0230195425,0.0169326213,0.0130544274,0.0003644071,16529
locke,keith,48,0.1555961094,0.0297984425,0.0412727852,0.0129730425,0.015450874,0.0617032595,0.0274249396,0.0313539069,0.0149331445,0.0180028174,0.0144030551,0.0494324132,0.0158901568,0.0109966119,0.0429528297,0.0565075999,0.0673960983,0.0249659264,0.0190698378,0.0149696294,0.0133888276,0.0251445506,0.0392281747,0.0345948713,0.0218739101,0.015098412,0.045249407,0.0189622526,0.0322978868,0.0290682861,0.0024815573,112560
mackey,moana,48,0.0178468129,0.0664336644,0.0143658417,0.0459992031,0.050639381,0.0159246661,0.0211691679,0.1072986812,0.0309461269,0.0300001099,0.0711704451,0.0317495054,0.053151607,0.0114141395,0.0244586087,0.0353487776,0.0152028214,0.0320321133,0.0287615144,0.0198716254,0.0127598275,0.0294826695,0.0625529763,0.0191122865,0.0301454074,0.0240233824,0.0232183704,0.0204678768,0.0322029804,0.0222493144,0.0019340319,87725
maharey,steve,48,0.0121041996,0.0272698716,0.0167732838,0.0179405699,0.0482916805,0.0130395264,0.0194283995,0.1458034828,0.0401077175,0.0446754173,0.1056804361,0.0200153137,0.0097282223,0.0088511824,0.0691529849,0.0381848963,0.0134432154,0.0150094476,0.0203924534,0.0268541079,0.0097204356,0.0142137986,0.088331366,0.0178357848,0.0628543261,0.018426002,0.0154831277,0.0185322799,0.0274361498,0.0144204905,0.0013183384,59798
mahuta,nanaia,48,0.0144175225,0.0448038137,0.0259508617,0.0184762923,0.0190728353,0.0297318249,0.090372697,0.0310790243,0.0699305033,0.0536827239,0.0548410824,0.0336037848,0.0153784461,0.0856320066,0.0225720159,0.0566474932,0.0218502954,0.0583530553,0.039381931,0.0214042655,0.0119920818,0.0244652564,0.0355842822,0.0218631657,0.01912778,0.0180456633,0.0174041303,0.0165961285,0.0164287366,0.0113101668,0.00076475,34688
mallard,trevor,48,0.0179654553,0.0272702842,0.0166213432,0.0166087896,0.0370316828,0.0300115783,0.0501538109,0.1146308151,0.0208235006,0.0160593286,0.0229153479,0.0194881956,0.0296133143,0.0130085992,0.0317763995,0.0232436569,0.0117964867,0.0207961138,0.0180376291,0.0135070886,0.0096483083,0.0196754761,0.0542376081,0.0346547654,0.1720069065,0.0170882538,0.0176260042,0.0257051844,0.0554184007,0.0425796675,0.0013346307,60537
mapp,wayne,48,0.0694533509,0.0496170884,0.0674384506,0.0186988839,0.0293838603,0.0287803831,0.0214669614,0.0686344716,0.0399996179,0.0209929501,0.015049986,0.031776339,0.0127768058,0.0130957611,0.0269694921,0.0812545213,0.02736604,0.014905341,0.0252948258,0.0163345644,0.0131680824,0.0275263936,0.0455340953,0.037712457,0.0405228573,0.0140452641,0.0202715852,0.0158025331,0.0416183667,0.0645087666,0.0025489536,115617
mark,ron,48,0.0693264383,0.0447140994,0.0480504939,0.0156603508,0.0155557426,0.0342490941,0.0201783303,0.0696158709,0.0117401487,0.0238998286,0.0156318137,0.0134984352,0.008251252,0.0193653836,0.0557330032,0.0382895692,0.1206526042,0.0330419611,0.0173478766,0.0155774393,0.0151967811,0.0230243963,0.0789842556,0.0280698362,0.0715669169,0.0179609938,0.0172076414,0.0125366716,0.0286204803,0.0164522846,0.0031936604,144860
mccully,murray,48,0.1050917215,0.0625918002,0.0454605261,0.0172253082,0.0234627562,0.0683815572,0.038728283,0.0686786024,0.0171017468,0.0089917218,0.0130312495,0.0226385208,0.0108483539,0.0054796758,0.0442835043,0.041596558,0.0166508515,0.0130832684,0.0186399428,0.0126060789,0.0114738515,0.0192095723,0.0386773477,0.0185001801,0.063130772,0.0240637995,0.0168649857,0.0236993687,0.118985553,0.0108225215,0.0007500671,34022
moroney,sue,48,0.0235121402,0.0765497948,0.0149267776,0.0179793092,0.0256293341,0.0196859213,0.0420545672,0.0983801733,0.0353520727,0.0501615559,0.0278557615,0.021900102,0.0154652442,0.0087200951,0.0460982705,0.0388619166,0.0134151274,0.0199426752,0.0231721316,0.0142883262,0.0126699478,0.0248557223,0.050893539,0.0217153609,0.033870693,0.0508257881,0.0352247633,0.0154626563,0.0208380145,0.0996921068,0.0014770955,66999
norman,russel,48,0.0243100686,0.0300749812,0.0234817635,0.016634174,0.0249748908,0.0199812185,0.0328960687,0.0377124617,0.0249896239,0.0208374969,0.014167373,0.0431980059,0.1806536831,0.0176955645,0.0581449843,0.0532403204,0.0116816804,0.0317025199,0.0237766603,0.0257315455,0.0188476425,0.0386969191,0.0346468056,0.0311216357,0.0252889015,0.0159554907,0.0525040054,0.0338436017,0.0203912633,0.0128185948,0.0004563191,20698
oconnor,damien,48,0.0140626322,0.0247482316,0.0185312731,0.0270015633,0.0430018749,0.0451125702,0.0709673875,0.0788045183,0.039633308,0.0200203519,0.0188858879,0.0490212221,0.0343222402,0.0127124576,0.0353819403,0.0295061857,0.0809181269,0.0385658897,0.0194052604,0.019604637,0.0130351673,0.0289370283,0.0391069613,0.020802644,0.0288044298,0.043710746,0.0326554825,0.0258271233,0.0335919429,0.013320921,0.0007888468,35781
okeroa,mahara,48,0.0216666823,0.0261933098,0.0143355356,0.0159015856,0.0108658848,0.0147187875,0.0759349186,0.040469406,0.0163566021,0.0700500157,0.0158533931,0.0148005496,0.0161211592,0.3090211615,0.0634030436,0.0284543044,0.010485178,0.0144270223,0.0179891483,0.0098581058,0.0098093171,0.0199730636,0.0275000802,0.021637002,0.0251086996,0.011644981,0.0083843878,0.023486041,0.0181295776,0.0274207435,0.0003630182,16466
paraone,pita,48,0.0237213373,0.0940807097,0.0477315976,0.019038641,0.0119270668,0.0215123603,0.0416012319,0.0202542249,0.0120730056,0.0185419581,0.0128789048,0.0120702431,0.0191048327,0.2631790594,0.0287962388,0.0344536152,0.0189704121,0.022389756,0.0326071378,0.0376389695,0.0130965777,0.022806272,0.0171056143,0.0479240839,0.0387779825,0.0126887531,0.0099362058,0.0152509897,0.0186416204,0.0112006949,0.0017880837,81105
parker,david,48,0.0186556849,0.0212642907,0.037613217,0.0285418394,0.0737220472,0.0339199476,0.0503785949,0.0414660142,0.0363673534,0.0157540416,0.0131840808,0.0241503998,0.1351304768,0.0101088069,0.0226404694,0.0313514804,0.009281368,0.0200154159,0.021818873,0.0238141428,0.0111897744,0.0703624921,0.0266055487,0.0329834492,0.0484093132,0.0134193247,0.0294536269,0.0385427006,0.0447260816,0.0151290559,0.0010757826,48796
peachey,allan,48,0.0253333358,0.0459679479,0.0209154016,0.0347604545,0.0340413876,0.0224250852,0.0226758553,0.0498786579,0.0341827613,0.0401938667,0.1205189735,0.0142499992,0.0134331771,0.0066580396,0.0935157095,0.0373769615,0.01434476,0.0175775463,0.0199254473,0.0220169288,0.0179861801,0.0168811571,0.0760906437,0.037326819,0.0549617734,0.0155116886,0.0123119804,0.016089785,0.0383743387,0.0244733634,0.000953799,43263
peters,winston,48,0.0419718456,0.0157163559,0.0319298852,0.0216163822,0.0325638286,0.0242009785,0.0181838049,0.1662631656,0.0190238495,0.0137476343,0.0152229451,0.0206438933,0.0104216687,0.0105000885,0.0628852321,0.023715634,0.0194201727,0.0160127388,0.0112481437,0.0149164534,0.0101599566,0.0179760283,0.0735540046,0.0199065631,0.1421295978,0.0298797314,0.0251333041,0.0317949724,0.0471551829,0.0121060201,0.0016406146,74416
